id_client;sexe;date_naissance;enfant_conduite_accompagne;nombre_enfants;revenus;valeur_residence_prin;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;tarif_devis;Âge;Age calculé;Tranche de revenu;Nombre d'enfant presence;Id_Client Index aléatoire;Tranche d'Age calculé anonyme;Jour
77382913;F;02/06/1934 00:00;0;0;62978;0;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;31/10/2019;complet;dev_express;252.59;16.00:00:00;89;[60K€-80K€];NON ;0,309167995;[80-90];31
856886560;F;13/03/2008 00:00;0;0;106952;0;Commercial;Van;no;1;17.0;z_Highly Rural/ Rural;25/08/2019;complet;dev_integral;325.97;6.00:00:00;15;[100K€-120K€];NON ;0,129278743;[10-20];25
308455362;M;18/06/1948 00:00;0;0;77100;0;Private;Sports Car;no;0;11.0;Highly Urban/ Urban;15/12/2021;complet;dev_integral;326.5;31.00:00:00;75;[60K€-80K€];NON ;0,940024522;[70-80];15
989828809;F;25/11/1977 00:00;0;0;52642;209970;Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;11/08/2019;complet;dev_premium;449.74;24.00:00:00;45;[40K€-60K€];NON ;0,185220944;[40-50];11
376482434;F;27/06/1952 00:00;0;0;59162;180232;Commercial;Van;yes;3;9.0;Highly Urban/ Urban;10/07/2021;complet;dev_integral;310.81;22.00:00:00;71;[40K€-60K€];NON ;0,786542403;[70-80];10
665591504;M;04/07/1966 00:00;0;0;130795;0;Commercial;Panel Truck;yes;3;10.0;Highly Urban/ Urban;15/06/2020;complet;dev_premium;504.97;15.00:00:00;57;[120K€-140K€];NON ;0,522562684;[50-60];15
713692930;F;15/09/1978 00:00;0;2;21204;0;Private;Pickup;no;0;4.0;z_Highly Rural/ Rural;24/01/2022;complet;dev_express;250.68;3.00:00:00;44;[20K€-40K€];OUI;0,94071224;[40-50];24
588888550;F;17/02/2021 00:00;0;0;0;106859;Private;z_SUV;no;3;5.0;Highly Urban/ Urban;20/04/2022;complet;dev_integral;300.3;30.00:00:00;2;[0K€-20K€];NON ;0,464254971;[0-10];20
140015922;M;19/03/1984 00:00;0;3;51884;180951;Private;z_SUV;no;0;13.0;z_Highly Rural/ Rural;05/10/2020;complet;dev_express;284.39;30.00:00:00;39;[40K€-60K€];OUI;0,758857545;[30-40];5
162166370;M;16/05/1959 00:00;0;0;87460;0;Private;Minivan;yes;4;1.0;Highly Urban/ Urban;30/04/2021;complet;dev_integral;283.58;4.00:00:00;64;[80K€-100K€];NON ;0,325935003;[60-70];30
884513944;F;01/07/1967 00:00;0;0;59945;192207;Private;Minivan;no;0;16.0;Highly Urban/ Urban;27/08/2020;incomplet;dev_integral;320.56;19.00:00:00;56;[40K€-60K€];NON ;0,021752962;[50-60];27
627708979;F;17/06/1953 00:00;0;3;34019;91875;Private;z_SUV;no;0;20.0;Highly Urban/ Urban;27/11/2019;complet;dev_premium;490.76;1.00:00:00;70;[20K€-40K€];OUI;0,695696786;[60-70];27
116375554;F;23/11/1952 00:00;0;2;18903;93797;Private;Minivan;no;0;7.0;Highly Urban/ Urban;02/05/2020;incomplet;dev_express;251.94;26.00:00:00;70;[0K€-20K€];OUI;0,033970451;[60-70];2
235358484;F;24/11/2012 00:00;0;1;44077;170598;Commercial;z_SUV;no;0;1.0;Highly Urban/ Urban;11/08/2021;complet;dev_premium;548.41;25.00:00:00;10;[40K€-60K€];OUI;0,098626709;[0-10];11
528040687;F;25/10/1971 00:00;0;0;37214;;Commercial;Panel Truck;yes;3;1.0;Highly Urban/ Urban;24/05/2021;complet;dev_integral;308.42;25.00:00:00;51;[20K€-40K€];NON ;0,719769788;[50-60];24
652572577;F;02/03/1981 00:00;0;0;96274;282904;Private;z_SUV;no;5;14.0;Highly Urban/ Urban;30/04/2019;complet;dev_premium;515.15;17.00:00:00;42;[80K€-100K€];NON ;0,74076926;[40-50];30
410873772;M;17/07/1984 00:00;0;0;46281;0;Private;Minivan;no;1;5.0;Highly Urban/ Urban;03/01/2021;complet;dev_premium;452.86;2.00:00:00;39;[40K€-60K€];NON ;0,346986728;[30-40];3
254362485;M;03/06/2015 00:00;2;2;0;82344;Private;z_SUV;no;0;11.0;Highly Urban/ Urban;16/09/2021;complet;dev_express;252.33;16.00:00:00;8;[0K€-20K€];OUI;0,721146253;[0-10];16
69165559;M;14/06/1956 00:00;0;0;;207519;Commercial;Panel Truck;no;2;12.0;Highly Urban/ Urban;23/03/2022;complet;dev_vip;648.13;4.00:00:00;67;;NON ;0,204828623;[60-70];23
201327208;F;07/05/1954 00:00;0;0;37940;182739;Commercial;Sports Car;no;0;1.0;Highly Urban/ Urban;17/05/2019;complet;dev_premium;323.43;12.00:00:00;69;[20K€-40K€];NON ;0,744247755;[60-70];17
573751437;F;11/04/1992 00:00;0;1;79606;225962;Private;z_SUV;no;2;15.0;z_Highly Rural/ Rural;23/03/2022;complet;dev_premium;459.83;7.00:00:00;31;[60K€-80K€];OUI;0,673040694;[30-40];23
483050926;F;22/12/1994 00:00;0;1;31275;118160;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;23/05/2021;complet;dev_premium;536.95;26.00:00:00;28;[20K€-40K€];OUI;0,297835115;[20-30];23
146989842;M;10/10/1953 00:00;1;2;45488;219378;Private;Minivan;no;0;12.0;Highly Urban/ Urban;14/03/2021;complet;dev_integral;332.86;9.00:00:00;69;[40K€-60K€];OUI;0,559266104;[60-70];14
742435591;M;16/11/1985 00:00;0;0;72193;0;Private;z_SUV;no;3;12.0;Highly Urban/ Urban;23/10/2019;complet;dev_express;284.24;2.00:00:00;37;[60K€-80K€];NON ;0,767880058;[30-40];23
915517588;M;29/05/1997 00:00;0;2;;98777;Private;z_SUV;no;4;12.0;z_Highly Rural/ Rural;29/05/2021;complet;dev_premium;449.02;20.00:00:00;26;;OUI;0,67342876;[20-30];29
756785495;M;03/04/2020 00:00;0;0;33212;158432;Commercial;Panel Truck;no;5;;Highly Urban/ Urban;15/10/2021;complet;dev_express;277.16;15.00:00:00;3;[20K€-40K€];NON ;0,328069788;[0-10];15
66662029;F;19/08/1967 00:00;0;0;49244;163444;Private;Minivan;no;1;1.0;Highly Urban/ Urban;05/08/2021;complet;dev_express;274.1;1.00:00:00;56;[40K€-60K€];NON ;0,866883583;[50-60];5
294816298;F;18/03/1941 00:00;2;2;130540;344195;Commercial;Minivan;no;0;9.0;z_Highly Rural/ Rural;13/03/2022;complet;dev_express;261.28;1.00:00:00;82;[120K€-140K€];OUI;0,94619094;[80-90];13
686791659;M;06/03/1956 00:00;0;0;51278;230340;Private;z_SUV;no;1;10.0;Highly Urban/ Urban;09/03/2022;complet;dev_premium;343.17;13.00:00:00;67;[40K€-60K€];NON ;0,502246924;[60-70];9
269341556;M;06/11/1956 00:00;0;0;92842;286113;Commercial;Panel Truck;no;5;15.0;Highly Urban/ Urban;07/07/2019;complet;dev_premium;367.34;12.00:00:00;66;[80K€-100K€];NON ;0,643121241;[60-70];7
396972296;F;15/10/1954 00:00;0;0;35081;202839;Commercial;Van;yes;0;13.0;Highly Urban/ Urban;28/08/2019;complet;dev_integral;321.4;4.00:00:00;68;[20K€-40K€];NON ;0,551767655;[60-70];28
364483168;F;21/04/1965 00:00;0;0;0;63827;Private;Minivan;no;0;12.0;z_Highly Rural/ Rural;05/04/2020;complet;dev_integral;290.18;28.00:00:00;58;[0K€-20K€];NON ;0,567105926;[50-60];5
866093378;M;18/02/1956 00:00;0;0;115044;311980;Private;Minivan;no;0;14.0;Highly Urban/ Urban;29/01/2022;complet;dev_premium;389.24;30.00:00:00;67;[100K€-120K€];NON ;0,477449121;[60-70];29
515421877;M;10/02/2021 00:00;0;0;37754;138823;Private;z_SUV;no;2;9.0;z_Highly Rural/ Rural;05/10/2019;complet;dev_integral;288.67;6.00:00:00;2;[20K€-40K€];NON ;0,579474336;[0-10];5
173737852;F;07/08/1978 00:00;0;2;145353;418785;Commercial;Van;no;0;15.0;Highly Urban/ Urban;13/07/2019;complet;dev_express;268.86;12.00:00:00;45;[140K€-160K€];OUI;0,325059441;[40-50];13
745183922;M;19/02/1992 00:00;0;0;167469;0;Private;Sports Car;no;3;1.0;Highly Urban/ Urban;11/09/2021;complet;dev_integral;316.92;29.00:00:00;31;[160K€-180K€];NON ;0,870640248;[30-40];11
298271736;M;21/10/1958 00:00;0;0;121398;343410;Private;z_SUV;no;0;11.0;Highly Urban/ Urban;01/04/2020;complet;dev_integral;290.89;28.00:00:00;64;[120K€-140K€];NON ;0,602404956;[60-70];1
70821537;F;15/11/2005 00:00;0;0;0;87925;Commercial;z_SUV;no;1;6.0;z_Highly Rural/ Rural;29/05/2021;complet;dev_express;250.44;3.00:00:00;17;[0K€-20K€];NON ;0,871659904;[10-20];29
258951025;M;12/08/1936 00:00;0;0;14508;0;Commercial;Pickup;no;0;7.0;Highly Urban/ Urban;28/03/2019;complet;dev_integral;305.1;7.00:00:00;87;[0K€-20K€];NON ;0,524434492;[80-90];28
807174588;F;12/08/1981 00:00;0;0;75338;270555;Private;Sports Car;no;0;8.0;Highly Urban/ Urban;25/06/2021;complet;dev_express;270.98;7.00:00:00;42;[60K€-80K€];NON ;0,693457526;[40-50];25
514538041;M;03/04/1955 00:00;0;0;32774;0;Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;22/06/2019;complet;dev_express;277.37;16.00:00:00;68;[20K€-40K€];NON ;0,906799871;[60-70];22
25561360;F;04/02/1957 00:00;0;0;57474;186418;Commercial;Panel Truck;yes;1;5.0;Highly Urban/ Urban;23/05/2021;complet;dev_premium;338.8;12.00:00:00;66;[40K€-60K€];NON ;0,561708518;[60-70];23
753037176;F;12/07/1956 00:00;0;1;26520;154493;Commercial;Minivan;yes;2;5.0;Highly Urban/ Urban;29/12/2020;complet;dev_integral;300.68;7.00:00:00;67;[20K€-40K€];OUI;0,687244352;[60-70];29
883748009;F;12/11/1949 00:00;0;0;18444;0;Commercial;z_SUV;no;5;;Highly Urban/ Urban;16/10/2019;complet;dev_integral;320.16;6.00:00:00;73;[0K€-20K€];NON ;0,245233549;[70-80];16
31827166;M;15/10/1968 00:00;0;0;107259;343700;Private;Minivan;yes;0;15.0;Highly Urban/ Urban;03/07/2020;complet;dev_express;252.67;4.00:00:00;54;[100K€-120K€];NON ;0,586398837;[50-60];3
680782638;M;09/07/1963 00:00;0;3;34046;183383;Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;21/08/2020;complet;dev_express;255.98;11.00:00:00;60;[20K€-40K€];OUI;0,686309177;[50-60];21
883604551;F;23/04/2016 00:00;0;3;32364;152894;Private;Minivan;yes;3;1.0;Highly Urban/ Urban;09/08/2020;complet;dev_express;251.88;26.00:00:00;7;[20K€-40K€];OUI;0,222242556;[0-10];9
714473703;F;23/11/2015 00:00;0;0;106775;;Private;Minivan;yes;0;;Highly Urban/ Urban;14/06/2019;complet;dev_premium;527.61;27.00:00:00;7;[100K€-120K€];NON ;0,582080247;[0-10];14
213057541;F;01/03/1987 00:00;0;0;52988;176275;Commercial;Minivan;no;2;11.0;z_Highly Rural/ Rural;17/10/2021;incomplet;dev_integral;336.9;19.00:00:00;36;[40K€-60K€];NON ;0,968589721;[30-40];17
885280620;F;01/05/1961 00:00;0;0;16989;0;Commercial;Pickup;yes;13;6.0;Highly Urban/ Urban;27/04/2019;complet;dev_premium;415.2;18.00:00:00;62;[0K€-20K€];NON ;0,040324982;[60-70];27
931739722;M;17/05/1969 00:00;0;2;17755;148815;Private;Minivan;yes;2;1.0;Highly Urban/ Urban;10/07/2020;incomplet;dev_integral;319.57;2.00:00:00;54;[0K€-20K€];OUI;0,256917211;[50-60];10
939401184;F;07/12/1957 00:00;1;2;;0;Commercial;Sports Car;no;0;;Highly Urban/ Urban;06/10/2019;complet;dev_integral;338.03;12.00:00:00;65;;OUI;0,071902635;[60-70];6
840809480;M;01/04/1982 00:00;0;3;56048;137836;Private;Minivan;no;2;16.0;Highly Urban/ Urban;18/08/2021;incomplet;dev_integral;336.66;17.00:00:00;41;[40K€-60K€];OUI;0,244781063;[40-50];18
800426023;F;03/09/1970 00:00;0;2;16352;134164;Private;z_SUV;no;1;1.0;Highly Urban/ Urban;01/01/2020;complet;dev_integral;305.5;15.00:00:00;52;[0K€-20K€];OUI;0,266704372;[50-60];1
14827139;F;11/04/1964 00:00;0;0;44760;164852;Private;Minivan;yes;0;6.0;Highly Urban/ Urban;13/05/2020;complet;dev_premium;432.55;7.00:00:00;59;[40K€-60K€];NON ;0,618011512;[50-60];13
212687745;F;13/01/1990 00:00;1;1;63952;196368;Private;Van;no;0;13.0;Highly Urban/ Urban;18/10/2020;complet;dev_express;282.14;3.00:00:00;33;[60K€-80K€];OUI;0,654678589;[30-40];18
224701093;F;09/07/2015 00:00;0;3;22510;123888;Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;03/12/2020;complet;dev_integral;298.62;11.00:00:00;8;[20K€-40K€];OUI;0,057920178;[0-10];3
401200262;F;07/03/1974 00:00;0;0;;252896;Commercial;Panel Truck;yes;1;10.0;Highly Urban/ Urban;26/03/2022;complet;dev_integral;310.66;12.00:00:00;49;;NON ;0,215989377;[40-50];26
926073051;F;13/02/1967 00:00;1;2;24060;0;Private;Minivan;no;0;10.0;Highly Urban/ Urban;26/05/2022;complet;dev_express;261.6;4.00:00:00;56;[20K€-40K€];OUI;0,501069287;[50-60];26
45830738;M;14/05/2017 00:00;0;4;20822;76022;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;27/01/2022;complet;dev_premium;380.99;5.00:00:00;6;[20K€-40K€];OUI;0,560444751;[0-10];27
997497927;F;22/05/1949 00:00;0;3;54968;146784;Private;z_SUV;no;0;8.0;Highly Urban/ Urban;23/03/2021;complet;dev_integral;293.7;27.00:00:00;74;[40K€-60K€];OUI;0,172076907;[70-80];23
862203239;F;08/02/1961 00:00;0;0;14194;87034;Private;Sports Car;no;2;10.0;Highly Urban/ Urban;26/03/2021;complet;dev_integral;329.66;8.00:00:00;62;[0K€-20K€];NON ;0,047575795;[60-70];26
116102677;M;29/03/2019 00:00;1;4;2149;72889;Private;Pickup;no;2;1.0;Highly Urban/ Urban;08/07/2019;complet;dev_express;280.67;21.00:00:00;4;[0K€-20K€];OUI;0,906929889;[0-10];8
635101571;F;04/02/1999 00:00;0;2;;0;Private;z_SUV;no;4;4.0;Highly Urban/ Urban;06/02/2020;complet;dev_express;264.91;13.00:00:00;24;;OUI;0,125680622;[20-30];6
793404097;F;15/02/1963 00:00;2;2;45576;156623;Private;Sports Car;no;8;;Highly Urban/ Urban;19/05/2021;complet;dev_express;272.75;2.00:00:00;60;[40K€-60K€];OUI;0,598413541;[50-60];19
62434528;F;01/01/1971 00:00;2;3;137103;0;Private;Sports Car;no;0;15.0;Highly Urban/ Urban;21/03/2021;complet;dev_premium;429.48;16.00:00:00;52;[120K€-140K€];OUI;0,411252583;[50-60];21
935079846;F;10/07/1978 00:00;0;0;;0;Commercial;Panel Truck;no;2;18.0;Highly Urban/ Urban;13/11/2019;complet;dev_integral;333.86;9.00:00:00;45;;NON ;0,63777158;[40-50];13
948288985;F;15/08/1957 00:00;0;0;79538;0;Private;Minivan;no;2;11.0;Highly Urban/ Urban;10/12/2020;complet;dev_express;267.92;4.00:00:00;66;[60K€-80K€];NON ;0,51035405;[60-70];10
396323054;M;13/06/1965 00:00;0;1;185836;509115;Private;z_SUV;no;6;20.0;Highly Urban/ Urban;12/05/2021;complet;dev_express;262.71;5.00:00:00;58;[180K€-200K€];OUI;0,668997873;[50-60];12
299024508;M;13/05/2004 00:00;0;0;;397661;Commercial;Panel Truck;yes;1;12.0;Highly Urban/ Urban;19/08/2020;complet;dev_premium;441.2;6.00:00:00;19;;NON ;0,847444375;[10-20];19
39392545;F;04/03/1981 00:00;0;0;61931;213530;Commercial;Pickup;yes;0;;Highly Urban/ Urban;17/06/2020;complet;dev_premium;517.59;15.00:00:00;42;[60K€-80K€];NON ;0,134226407;[40-50];17
536604822;M;06/06/2017 00:00;0;0;61509;195438;Commercial;Panel Truck;yes;1;17.0;Highly Urban/ Urban;20/11/2021;complet;dev_express;269.69;12.00:00:00;6;[60K€-80K€];NON ;0,072188882;[0-10];20
429992959;F;20/12/1950 00:00;0;0;74426;0;Private;z_SUV;no;0;18.0;Highly Urban/ Urban;08/05/2022;complet;dev_express;251.44;28.00:00:00;72;[60K€-80K€];NON ;0,081044773;[70-80];8
160577728;F;26/01/2006 00:00;0;0;74722;231034;Private;Minivan;no;0;1.0;Highly Urban/ Urban;04/11/2019;complet;dev_integral;289.5;21.00:00:00;17;[60K€-80K€];NON ;0,240249147;[10-20];4
108385737;F;04/02/1990 00:00;1;2;102393;0;Private;Minivan;yes;2;11.0;Highly Urban/ Urban;07/03/2021;incomplet;dev_integral;320.46;12.00:00:00;33;[100K€-120K€];OUI;0,613352839;[30-40];7
414142186;F;12/03/1985 00:00;0;0;40656;208242;Private;Sports Car;no;2;7.0;Highly Urban/ Urban;17/09/2021;complet;dev_premium;384.29;7.00:00:00;38;[40K€-60K€];NON ;0,528352803;[30-40];17
421217157;F;03/12/1947 00:00;0;0;0;98920;Private;Sports Car;no;3;;Highly Urban/ Urban;01/07/2019;complet;dev_integral;329.31;17.00:00:00;75;[0K€-20K€];NON ;0,71142445;[70-80];1
935010485;F;20/06/1932 00:00;1;2;;205211;Commercial;z_SUV;no;1;3.0;Highly Urban/ Urban;31/07/2021;complet;dev_express;265.72;29.00:00:00;91;;OUI;0,189826391;[90-100];31
537840281;M;16/11/1964 00:00;0;0;29371;0;Private;Sports Car;no;0;1.0;Highly Urban/ Urban;05/11/2019;complet;dev_integral;296.82;2.00:00:00;58;[20K€-40K€];NON ;0,838147831;[50-60];5
748139140;M;20/10/1950 00:00;0;0;31773;165090;Commercial;Pickup;no;4;1.0;Highly Urban/ Urban;13/04/2020;complet;dev_integral;327.11;29.00:00:00;72;[20K€-40K€];NON ;0,261950974;[70-80];13
601118153;M;13/01/1954 00:00;0;0;33727;0;Private;z_SUV;no;2;12.0;Highly Urban/ Urban;01/10/2019;complet;dev_integral;289.58;3.00:00:00;69;[20K€-40K€];NON ;0,473449385;[60-70];1
808304017;M;06/05/1974 00:00;0;0;0;159389;Private;z_SUV;no;6;14.0;Highly Urban/ Urban;10/02/2021;complet;dev_express;270.16;13.00:00:00;49;[0K€-20K€];NON ;0,565085606;[40-50];10
803325269;F;08/05/2004 00:00;0;2;139330;316900;Commercial;Sports Car;no;0;1.0;z_Highly Rural/ Rural;07/04/2019;complet;dev_express;273.11;11.00:00:00;19;[120K€-140K€];OUI;0,210551834;[10-20];7
701235200;F;21/03/1938 00:00;0;0;163296;447616;Private;Minivan;no;0;14.0;z_Highly Rural/ Rural;27/09/2020;complet;dev_express;280.79;28.00:00:00;85;[160K€-180K€];NON ;0,416431122;[80-90];27
916609661;F;20/08/1953 00:00;0;1;17455;140978;Private;Minivan;no;0;6.0;z_Highly Rural/ Rural;03/06/2019;complet;dev_integral;295.96;29.00:00:00;70;[0K€-20K€];OUI;0,777956556;[60-70];3
469714824;M;29/12/1950 00:00;0;0;71007;240833;Private;Minivan;no;0;11.0;Highly Urban/ Urban;18/02/2020;complet;dev_integral;339.37;19.00:00:00;72;[60K€-80K€];NON ;0,734055652;[70-80];18
46606719;M;26/07/2017 00:00;0;0;0;0;Commercial;Van;no;5;6.0;z_Highly Rural/ Rural;02/05/2022;complet;dev_integral;307.66;24.00:00:00;6;[0K€-20K€];NON ;0,032703075;[0-10];2
454040458;M;09/07/1949 00:00;0;0;38036;153381;Commercial;z_SUV;no;4;1.0;Highly Urban/ Urban;05/12/2021;complet;dev_express;267.5;10.00:00:00;74;[20K€-40K€];NON ;0,020176772;[70-80];5
951246359;M;18/09/1942 00:00;0;0;41199;150933;Private;z_SUV;no;0;8.0;Highly Urban/ Urban;25/05/2021;complet;dev_integral;282.94;31.00:00:00;80;[40K€-60K€];NON ;0,636956949;[70-80];25
389315422;M;07/10/1945 00:00;0;1;38042;202967;Private;Minivan;no;0;1.0;Highly Urban/ Urban;15/04/2022;complet;dev_integral;302.89;12.00:00:00;77;[20K€-40K€];OUI;0,249389085;[70-80];15
180660768;F;27/04/2014 00:00;0;0;91223;0;Private;Pickup;no;0;;Highly Urban/ Urban;07/01/2020;complet;dev_premium;362.88;22.00:00:00;9;[80K€-100K€];NON ;0,858404905;[0-10];7
184578161;M;12/02/1938 00:00;0;0;45787;173196;Private;Minivan;no;0;13.0;Highly Urban/ Urban;11/05/2022;complet;dev_express;279.3;4.00:00:00;85;[40K€-60K€];NON ;0,832015618;[80-90];11
59798468;F;06/09/1961 00:00;0;0;84964;227091;Commercial;Pickup;yes;6;11.0;Highly Urban/ Urban;27/01/2020;complet;dev_premium;476.88;12.00:00:00;61;[80K€-100K€];NON ;0,093909422;[60-70];27
957817015;F;25/06/1967 00:00;0;0;38240;190675;Private;z_SUV;no;0;;z_Highly Rural/ Rural;28/03/2021;complet;dev_express;257.85;25.00:00:00;56;[20K€-40K€];NON ;0,391908391;[50-60];28
402443529;F;29/07/1981 00:00;0;2;0;69369;Private;Sports Car;no;0;8.0;Highly Urban/ Urban;13/05/2021;complet;dev_integral;319.18;21.00:00:00;42;[0K€-20K€];OUI;0,509501733;[40-50];13
298667574;F;16/01/2015 00:00;2;2;142588;365256;Private;Minivan;yes;2;9.0;Highly Urban/ Urban;05/05/2019;complet;dev_integral;326.39;1.00:00:00;8;[140K€-160K€];OUI;0,427069489;[0-10];5
303462460;F;18/02/1965 00:00;0;0;51565;0;Private;Van;yes;3;15.0;Highly Urban/ Urban;25/02/2021;complet;dev_express;282.42;29.00:00:00;58;[40K€-60K€];NON ;0,001088557;[50-60];25
629946797;F;03/07/1941 00:00;0;3;0;66358;Private;z_SUV;no;2;1.0;Highly Urban/ Urban;18/08/2020;incomplet;dev_premium;548.28;16.00:00:00;82;[0K€-20K€];OUI;0,408276626;[80-90];18
783473090;F;07/01/1954 00:00;0;0;105384;267509;Private;Minivan;yes;4;17.0;Highly Urban/ Urban;26/03/2020;complet;dev_integral;285.39;9.00:00:00;69;[100K€-120K€];NON ;0,25234449;[60-70];26
8565171;F;21/03/1959 00:00;0;0;66265;159276;Private;Minivan;yes;1;9.0;Highly Urban/ Urban;27/02/2020;complet;dev_integral;301.6;29.00:00:00;64;[60K€-80K€];NON ;0,910290008;[60-70];27
950995873;M;08/08/2016 00:00;0;0;;;Commercial;Panel Truck;yes;6;17.0;Highly Urban/ Urban;19/01/2020;complet;dev_integral;323.05;11.00:00:00;7;;NON ;0,003628753;[0-10];19
867703916;M;15/04/1968 00:00;0;0;32394;0;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;29/03/2019;incomplet;dev_express;272.82;3.00:00:00;55;[20K€-40K€];NON ;0,386437136;[50-60];29
593582812;M;03/01/1958 00:00;0;0;76226;217920;Commercial;Panel Truck;yes;0;14.0;Highly Urban/ Urban;28/03/2019;complet;dev_premium;402.33;13.00:00:00;65;[60K€-80K€];NON ;0,302666004;[60-70];28
22340563;M;17/02/2000 00:00;1;3;7528;113809;Private;Pickup;yes;0;8.0;z_Highly Rural/ Rural;10/05/2021;complet;dev_integral;302.37;31.00:00:00;23;[0K€-20K€];OUI;0,478651755;[20-30];10
679555193;M;07/10/2009 00:00;0;4;0;0;Commercial;Minivan;yes;2;5.0;Highly Urban/ Urban;26/09/2020;incomplet;dev_express;272.73;12.00:00:00;13;[0K€-20K€];OUI;0,024350363;[10-20];26
161607403;F;03/09/1965 00:00;0;0;;73890;Commercial;z_SUV;no;3;6.0;Highly Urban/ Urban;27/05/2021;complet;dev_express;276.71;15.00:00:00;57;;NON ;0,518354013;[50-60];27
700623278;M;31/12/1957 00:00;1;1;32797;160661;Private;Minivan;no;2;14.0;Highly Urban/ Urban;03/07/2019;complet;dev_premium;525.41;16.00:00:00;65;[20K€-40K€];OUI;0,922268416;[60-70];3
755810990;F;11/02/1999 00:00;0;0;44705;217885;Private;z_SUV;no;0;10.0;Highly Urban/ Urban;20/06/2021;complet;dev_express;258.13;6.00:00:00;24;[40K€-60K€];NON ;0,887758187;[20-30];20
464090162;F;19/10/2021 00:00;0;1;0;70170;Private;z_SUV;no;3;7.0;Highly Urban/ Urban;30/05/2019;complet;dev_premium;441.11;30.00:00:00;1;[0K€-20K€];OUI;0,993520434;[0-10];30
170483243;M;19/09/1992 00:00;0;0;68992;216986;Commercial;Minivan;no;3;10.0;z_Highly Rural/ Rural;25/06/2019;complet;dev_express;270.59;30.00:00:00;30;[60K€-80K€];NON ;0,001907149;[20-30];25
421316364;F;22/03/1959 00:00;0;0;132561;314433;Commercial;Panel Truck;no;0;1.0;Highly Urban/ Urban;27/09/2021;complet;dev_integral;316.65;28.00:00:00;64;[120K€-140K€];NON ;0,190603621;[60-70];27
